=== Regression Results ===
R² (Train): 0.0829
R² (Test): 0.0542
RMSE (Train): 5.0642
RMSE (Test): 5.1763

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
               onehot__route_variant_s545-2    -0.275174         0.275174
              onehot__route_variant_604-115    -0.275456         0.275456
           onehot__suburb_st huberts island    -0.275813         0.275813
              onehot__suburb_hamilton south    -0.275857         0.275857
               onehot__route_variant_178-48    -0.276918         0.276918
               onehot__route_variant_814-64    -0.276997         0.276997
                onehot__route_variant_34-12    -0.277275         0.277275
               onehot__route_variant_322-25    -0.277314         0.277314
               onehot__route_variant_8710-6    -0.278809         0.278809
               onehot__route_variant_227-25    -0.279132         0.279132
           onehot__route_variant_2719-31143    -0.279133         0.279133
               onehot__suburb_bardwell park    -0.279312         0.279312
                    onehot__suburb_ramsgate    -0.279582         0.279582
             onehot__suburb_cardiff heights    -0.279612         0.279612
               onehot__route_variant_533-18    -0.280066         0.280066
                    onehot__suburb_argenton    -0.280331         0.280331
                onehot__route_variant_196-7    -0.280420         0.280420
                onehot__route_variant_729-8    -0.280759         0.280759
               onehot__route_variant_394-37    -0.281392         0.281392
                  onehot__suburb_narraweena    -0.281597         0.281597
               onehot__route_variant_l80-21    -0.281656         0.281656
      onehot__bus_configuration_double deck    -0.281912         0.281912
                onehot__route_variant_874-8    -0.282978         0.282978
              onehot__route_variant_t66-108    -0.283262         0.283262
                onehot__route_variant_923-8    -0.283548         0.283548
                    onehot__suburb_barnsley    -0.285468         0.285468
               onehot__route_variant_827-41    -0.285468         0.285468
           onehot__route_variant_6522-22047    -0.285499         0.285499
                      onehot__suburb_cawdor    -0.285683         0.285683
             onehot__suburb_south granville    -0.286303         0.286303
                  onehot__suburb_freshwater    -0.286431         0.286431
           onehot__route_variant_5504-26014    -0.287545         0.287545
            onehot__suburb_green point 2251    -0.288779         0.288779
               onehot__route_variant_490-45    -0.288847         0.288847
                  onehot__suburb_east hills    -0.288961         0.288961
                onehot__route_variant_587-6    -0.289060         0.289060
              onehot__route_variant_2553-20    -0.289104         0.289104
               onehot__route_variant_310-29    -0.290049         0.290049
                onehot__route_variant_23-22    -0.290108         0.290108
               onehot__route_variant_130-38    -0.290404         0.290404
                onehot__suburb_killingworth    -0.290797         0.290797
               onehot__route_variant_m52-57    -0.291138         0.291138
                  onehot__suburb_wollongong    -0.291365         0.291365
               onehot__route_variant_363-18    -0.291391         0.291391
              onehot__route_variant_2509-27    -0.291647         0.291647
                onehot__route_variant_228-9    -0.292388         0.292388
               onehot__route_variant_606-42    -0.292437         0.292437
               onehot__route_variant_436-64    -0.292562         0.292562
              onehot__route_variant_621-382    -0.292844         0.292844
                   onehot__suburb_guildford    -0.293033         0.293033
               onehot__route_variant_905-14    -0.293346         0.293346
               onehot__route_variant_962-57    -0.293482         0.293482
                onehot__route_variant_222-7    -0.293999         0.293999
           onehot__suburb_balgowlah heights    -0.294087         0.294087
                      onehot__suburb_linden    -0.294458         0.294458
              onehot__route_variant_267-315    -0.295242         0.295242
               onehot__route_variant_993-28    -0.295367         0.295367
                  onehot__suburb_daceyville    -0.295390         0.295390
               onehot__route_variant_477-25    -0.295443         0.295443
                onehot__route_variant_903-3    -0.296229         0.296229
                     onehot__suburb_yagoona    -0.296274         0.296274
              onehot__route_variant_617x-89    -0.296639         0.296639
               onehot__route_variant_944-59    -0.296654         0.296654
               onehot__route_variant_513-19    -0.296798         0.296798
